Building DAG of jobs...
Using shell: /usr/bin/bash
Provided cores: 8
Rules claiming more threads will be scaled down.
Job counts:
	count	jobs
	1	gatk_asereadcounter
	1

[Tue Jun 20 20:34:53 2023]
rule gatk_asereadcounter:
    input: /scratch/eknodel/SCC_samples/Progeny/RNAseq/sorted_bam/483_sc_01_B6-2_354_223_S59_L003_RNA_HISAT2_genome_aligned_sortedbycoord_mkdup_RG.bam, /scratch/eknodel/SCC_samples/Progeny/VEP/DNA_483-SC-01-B6_9-3-21_133_060_S138_L002_gatk_vep_filtered_biall.vcf, /scratch/eknodel/SCC_samples/Progeny/VEP/DNA_483-SC-01-B6_9-3-21_133_060_S138_L002_gatk_vep_unfiltered_biall.vcf, /scratch/eknodel/SCC_samples/Progeny/VEP/DNA_483-SC-01-B6_9-3-21_133_060_S138_L002_gatk_vep_filtered_biall.vcf.idx, /scratch/eknodel/SCC_samples/Progeny/VEP/DNA_483-SC-01-B6_9-3-21_133_060_S138_L002_gatk_vep_unfiltered_biall.vcf.idx
    output: /scratch/eknodel/SCC_samples/Progeny/RNAseq/variant_specific_expression/483_sc_01_B6-2_354_223_S59_L003_gatk_filtered_expression.tsv, /scratch/eknodel/SCC_samples/Progeny/RNAseq/variant_specific_expression/483_sc_01_B6-2_354_223_S59_L003_gatk_unfiltered_expression.tsv
    jobid: 0
    wildcards: RNA=483_sc_01_B6-2_354_223_S59_L003

20:34:55.312 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/eknodel/gatk-4.1.7.0/gatk-package-4.1.7.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Jun 20, 2023 8:34:55 PM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
20:34:55.616 INFO  ASEReadCounter - ------------------------------------------------------------
20:34:55.617 INFO  ASEReadCounter - The Genome Analysis Toolkit (GATK) v4.1.7.0
20:34:55.617 INFO  ASEReadCounter - For support and documentation go to https://software.broadinstitute.org/gatk/
20:34:55.617 INFO  ASEReadCounter - Executing as eknodel@cg22-1.agave.rc.asu.edu on Linux v3.10.0-1160.21.1.el7.x86_64 amd64
20:34:55.617 INFO  ASEReadCounter - Java runtime: OpenJDK 64-Bit Server VM v11.0.1-internal+0-adhoc..src
20:34:55.617 INFO  ASEReadCounter - Start Date/Time: June 20, 2023 at 8:34:55 PM MST
20:34:55.618 INFO  ASEReadCounter - ------------------------------------------------------------
20:34:55.618 INFO  ASEReadCounter - ------------------------------------------------------------
20:34:55.619 INFO  ASEReadCounter - HTSJDK Version: 2.21.2
20:34:55.619 INFO  ASEReadCounter - Picard Version: 2.21.9
20:34:55.619 INFO  ASEReadCounter - HTSJDK Defaults.COMPRESSION_LEVEL : 2
20:34:55.619 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
20:34:55.619 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
20:34:55.619 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
20:34:55.620 INFO  ASEReadCounter - Deflater: IntelDeflater
20:34:55.620 INFO  ASEReadCounter - Inflater: IntelInflater
20:34:55.620 INFO  ASEReadCounter - GCS max retries/reopens: 20
20:34:55.620 INFO  ASEReadCounter - Requester pays: disabled
20:34:55.620 INFO  ASEReadCounter - Initializing engine
20:34:56.365 INFO  FeatureManager - Using codec VCFCodec to read file file:///scratch/eknodel/SCC_samples/Progeny/VEP/DNA_483-SC-01-B6_9-3-21_133_060_S138_L002_gatk_vep_filtered_biall.vcf
20:34:56.416 INFO  ASEReadCounter - Done initializing engine
20:34:56.417 INFO  ProgressMeter - Starting traversal
20:34:56.418 INFO  ProgressMeter -        Current Locus  Elapsed Minutes        Loci Processed      Loci/Minute
20:43:12.721 INFO  ProgressMeter -          17:24550669              8.3              42274000        5110668.3
20:43:22.722 INFO  ProgressMeter -          17:32770584              8.4              43222000        5122061.1
20:43:32.729 INFO  ProgressMeter -          17:46122811              8.6              44154000        5131103.4
20:43:42.732 INFO  ProgressMeter -          17:71002676              8.8              45148000        5146889.5
20:43:52.768 INFO  ProgressMeter -           18:3432187              8.9              46122000        5159551.0
20:44:03.858 INFO  ProgressMeter -          18:12650027              9.1              46516000        5098211.9
20:44:13.967 INFO  ProgressMeter -          18:33990154              9.3              47114000        5070119.4
20:44:23.969 INFO  ProgressMeter -          18:42217470              9.5              47854000        5058999.1
20:44:33.970 INFO  ProgressMeter -          18:66060579              9.6              48711000        5060436.2
20:44:43.972 INFO  ProgressMeter -           19:5420633              9.8              49816000        5087141.2
20:44:53.987 INFO  ProgressMeter -          19:16383462             10.0              50732000        5093838.5
20:45:04.050 INFO  ProgressMeter -          19:38015162             10.1              51624000        5097567.4
20:45:14.054 INFO  ProgressMeter -          19:47622607             10.3              52471000        5097282.4
20:45:24.065 INFO  ProgressMeter -            2:9907175             10.5              53291000        5094368.5
20:45:34.065 INFO  ProgressMeter -           2:27984064             10.6              54230000        5102831.4
20:45:44.069 INFO  ProgressMeter -           2:37488970             10.8              55349000        5127677.0
20:45:54.071 INFO  ProgressMeter -           2:62591998             11.0              56051000        5113745.7
20:46:04.097 INFO  ProgressMeter -           2:77065752             11.1              56711000        5096266.6
20:46:14.102 INFO  ProgressMeter -          2:102844307             11.3              57578000        5097781.7
20:46:24.103 INFO  ProgressMeter -          2:121151088             11.5              58555000        5108887.2
20:46:34.111 INFO  ProgressMeter -          2:143988137             11.6              59785000        5141373.1
20:46:44.122 INFO  ProgressMeter -          2:156984744             11.8              60787000        5153602.6
20:46:54.122 INFO  ProgressMeter -          2:176436502             12.0              61933000        5177594.1
20:47:04.130 INFO  ProgressMeter -           3:34057854             12.1              63026000        5196513.5
20:47:14.132 INFO  ProgressMeter -           3:57822157             12.3              63826000        5191124.5
20:47:24.134 INFO  ProgressMeter -           3:83773210             12.5              64503000        5176016.5
20:47:34.139 INFO  ProgressMeter -           3:90605515             12.6              65374000        5176635.2
20:47:44.142 INFO  ProgressMeter -          3:103772834             12.8              66367000        5186799.4
20:47:54.144 INFO  ProgressMeter -          3:122546180             13.0              67229000        5186589.1
20:48:04.158 INFO  ProgressMeter -          3:142807329             13.1              67983000        5178085.6
20:48:14.160 INFO  ProgressMeter -           4:12237975             13.3              68848000        5178222.0
20:48:24.177 INFO  ProgressMeter -           4:48535691             13.5              69965000        5196977.3
20:48:34.177 INFO  ProgressMeter -           4:94972294             13.6              71008000        5209952.1
20:48:44.182 INFO  ProgressMeter -          4:109057337             13.8              71775000        5202576.1
20:48:54.246 INFO  ProgressMeter -          4:119283865             14.0              72426000        5186697.0
20:49:04.250 INFO  ProgressMeter -          4:132319519             14.1              73380000        5193016.1
20:49:14.256 INFO  ProgressMeter -          4:146650346             14.3              74415000        5204835.0
20:49:24.432 INFO  ProgressMeter -            5:5797675             14.5              75395000        5211557.9
20:49:34.433 INFO  ProgressMeter -           5:34591322             14.6              76560000        5231801.3
20:49:44.434 INFO  ProgressMeter -           5:66678917             14.8              77486000        5235452.1
20:49:54.526 INFO  ProgressMeter -           5:99967347             15.0              78465000        5242019.9
20:50:04.531 INFO  ProgressMeter -          5:114105817             15.1              79479000        5251268.6
20:50:14.532 INFO  ProgressMeter -          5:124251968             15.3              80410000        5254914.4
20:50:24.582 INFO  ProgressMeter -          5:136391428             15.5              81138000        5245064.4
20:50:34.584 INFO  ProgressMeter -          5:148359366             15.6              82144000        5253489.5
20:50:44.586 INFO  ProgressMeter -           6:29162795             15.8              83047000        5255213.5
20:50:54.586 INFO  ProgressMeter -           6:36715604             16.0              83609000        5235559.1
20:51:04.597 INFO  ProgressMeter -           6:65814208             16.1              84780000        5253992.6
20:51:14.604 INFO  ProgressMeter -           6:85464517             16.3              85505000        5244713.4
20:51:24.606 INFO  ProgressMeter -           6:96212019             16.5              86261000        5237531.0
20:51:34.642 INFO  ProgressMeter -          6:119987582             16.6              87190000        5240712.7
20:51:44.659 INFO  ProgressMeter -          6:136930923             16.8              88093000        5242377.6
20:51:54.663 INFO  ProgressMeter -           7:19259360             17.0              89271000        5260296.4
20:52:04.661 INFO  ProgressMeter -           7:45442057             17.1              90769000        5296549.6
20:52:14.661 INFO  ProgressMeter -           7:92740251             17.3              92092000        5321991.1
20:52:24.663 INFO  ProgressMeter -          7:112562842             17.5              93017000        5324156.1
20:52:34.691 INFO  ProgressMeter -          7:126564514             17.6              93669000        5310676.3
20:52:44.695 INFO  ProgressMeter -          7:144513307             17.8              94854000        5327499.6
20:52:54.697 INFO  ProgressMeter -           8:22793168             18.0              95728000        5326715.4
20:53:04.701 INFO  ProgressMeter -           8:57513150             18.1              96695000        5331058.2
20:53:14.727 INFO  ProgressMeter -           8:79775137             18.3              97789000        5342157.8
20:53:24.755 INFO  ProgressMeter -           8:95999030             18.5              98784000        5347692.4
20:53:36.157 INFO  ProgressMeter -          8:112015301             18.7              99742000        5344576.4
20:53:46.205 INFO  ProgressMeter -          8:122578409             18.8             100210000        5321888.1
20:53:56.571 INFO  ProgressMeter -          8:123066037             19.0             100256000        5275923.5
20:54:06.594 INFO  ProgressMeter -          8:124676053             19.2             100468000        5241011.2
20:54:18.550 INFO  ProgressMeter -          8:127299366             19.4             100612000        5194521.8
20:54:30.131 INFO  ProgressMeter -            9:3416332             19.6             100704000        5147970.6
20:54:40.144 INFO  ProgressMeter -           9:21652793             19.7             101427000        5141075.8
20:54:50.144 INFO  ProgressMeter -           9:43945044             19.9             102204000        5137062.6
20:55:00.308 INFO  ProgressMeter -           9:44402882             20.1             102271000        5097031.4
20:55:10.760 INFO  ProgressMeter -           9:45052517             20.2             102403000        5059678.4
20:55:22.149 INFO  ProgressMeter -           9:47813887             20.4             102498000        5017316.2
20:55:34.286 INFO  ProgressMeter -           9:54609725             20.6             102830000        4984218.8
20:55:46.119 INFO  ProgressMeter -           9:56082978             20.8             102939000        4942254.2
20:55:56.123 INFO  ProgressMeter -           9:59927039             21.0             103352000        4922684.2
20:56:06.125 INFO  ProgressMeter -           9:71628497             21.2             104048000        4916791.8
20:56:16.783 INFO  ProgressMeter -           9:78480479             21.3             104382000        4891511.4
20:56:26.947 INFO  ProgressMeter -          9:100462270             21.5             105160000        4889157.9
20:56:36.951 INFO  ProgressMeter -          9:102757710             21.7             105253000        4855839.9
20:56:47.277 INFO  ProgressMeter -          9:106244153             21.8             105436000        4825968.9
20:56:57.381 INFO  ProgressMeter -          9:107845794             22.0             105596000        4796319.0
20:57:07.903 INFO  ProgressMeter -          9:108245738             22.2             105656000        4761120.1
20:57:17.916 INFO  ProgressMeter -          9:116664908             22.4             106199000        4749869.2
20:57:28.306 INFO  ProgressMeter -              MT:3259             22.5             106628000        4732407.4
20:57:40.909 INFO  ProgressMeter -              MT:8259             22.7             106633000        4688916.7
20:57:50.921 INFO  ProgressMeter -           X:13164815             22.9             106960000        4669033.1
20:58:01.481 INFO  ProgressMeter -           X:42150752             23.1             107440000        4654228.7
20:58:11.671 INFO  ProgressMeter -           X:52050778             23.3             107622000        4628067.2
20:58:21.742 INFO  ProgressMeter -           X:74243419             23.4             108035000        4612530.6
20:58:32.510 INFO  ProgressMeter -           X:75390329             23.6             108159000        4582726.9
20:58:43.898 INFO  ProgressMeter -           X:84250637             23.8             108289000        4551615.4
20:58:53.929 INFO  ProgressMeter -           X:94541632             24.0             108417000        4525196.7
20:59:04.433 INFO  ProgressMeter -           X:95846953             24.1             108473000        4494691.0
20:59:15.024 INFO  ProgressMeter -           X:98763755             24.3             108529000        4464358.4
20:59:25.077 INFO  ProgressMeter -          X:100816395             24.5             108592000        4436373.6
20:59:36.339 INFO  ProgressMeter -          X:101208552             24.7             108619000        4403708.0
20:59:46.339 INFO  ProgressMeter -          X:129751234             24.8             109120000        4394326.9
20:59:56.341 INFO  ProgressMeter -          X:162871337             25.0             110116000        4404869.1
21:00:04.063 INFO  ASEReadCounter - 0 read(s) filtered by: ValidAlignmentStartReadFilter 
0 read(s) filtered by: ValidAlignmentEndReadFilter 
0 read(s) filtered by: HasReadGroupReadFilter 
0 read(s) filtered by: MatchingBasesAndQualsReadFilter 
0 read(s) filtered by: SeqIsStoredReadFilter 
5019771 read(s) filtered by: NotDuplicateReadFilter 
4396047 read(s) filtered by: NotSecondaryAlignmentReadFilter 
0 read(s) filtered by: MappedReadFilter 
9415818 total reads filtered
21:00:04.063 INFO  ProgressMeter -    GL456233.1:335875             25.1             110616640        4402228.9
21:00:04.090 INFO  ProgressMeter - Traversal complete. Processed 110616640 total loci in 25.1 minutes.
21:00:04.092 INFO  ASEReadCounter - Shutting down engine
[June 20, 2023 at 9:00:04 PM MST] org.broadinstitute.hellbender.tools.walkers.rnaseq.ASEReadCounter done. Elapsed time: 25.15 minutes.
Runtime.totalMemory()=773849088
Using GATK jar /home/eknodel/gatk-4.1.7.0/gatk-package-4.1.7.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /home/eknodel/gatk-4.1.7.0/gatk-package-4.1.7.0-local.jar ASEReadCounter --output /scratch/eknodel/SCC_samples/Progeny/RNAseq/variant_specific_expression/483_sc_01_B6-2_354_223_S59_L003_gatk_filtered_expression.tsv --input /scratch/eknodel/SCC_samples/Progeny/RNAseq/sorted_bam/483_sc_01_B6-2_354_223_S59_L003_RNA_HISAT2_genome_aligned_sortedbycoord_mkdup_RG.bam --R /data/CEM/shared/public_data/references/ensemble_GRCm38.68/GRCm38_68.fa --variant /scratch/eknodel/SCC_samples/Progeny/VEP/DNA_483-SC-01-B6_9-3-21_133_060_S138_L002_gatk_vep_filtered_biall.vcf
21:00:07.669 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/eknodel/gatk-4.1.7.0/gatk-package-4.1.7.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Jun 20, 2023 9:00:07 PM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
21:00:07.944 INFO  ASEReadCounter - ------------------------------------------------------------
21:00:07.944 INFO  ASEReadCounter - The Genome Analysis Toolkit (GATK) v4.1.7.0
21:00:07.945 INFO  ASEReadCounter - For support and documentation go to https://software.broadinstitute.org/gatk/
21:00:07.945 INFO  ASEReadCounter - Executing as eknodel@cg22-1.agave.rc.asu.edu on Linux v3.10.0-1160.21.1.el7.x86_64 amd64
21:00:07.945 INFO  ASEReadCounter - Java runtime: OpenJDK 64-Bit Server VM v11.0.1-internal+0-adhoc..src
21:00:07.945 INFO  ASEReadCounter - Start Date/Time: June 20, 2023 at 9:00:07 PM MST
21:00:07.945 INFO  ASEReadCounter - ------------------------------------------------------------
21:00:07.945 INFO  ASEReadCounter - ------------------------------------------------------------
21:00:07.947 INFO  ASEReadCounter - HTSJDK Version: 2.21.2
21:00:07.947 INFO  ASEReadCounter - Picard Version: 2.21.9
21:00:07.947 INFO  ASEReadCounter - HTSJDK Defaults.COMPRESSION_LEVEL : 2
21:00:07.947 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
21:00:07.947 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
21:00:07.947 INFO  ASEReadCounter - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
21:00:07.947 INFO  ASEReadCounter - Deflater: IntelDeflater
21:00:07.947 INFO  ASEReadCounter - Inflater: IntelInflater
21:00:07.948 INFO  ASEReadCounter - GCS max retries/reopens: 20
21:00:07.948 INFO  ASEReadCounter - Requester pays: disabled
21:00:07.948 INFO  ASEReadCounter - Initializing engine
21:00:08.354 INFO  FeatureManager - Using codec VCFCodec to read file file:///scratch/eknodel/SCC_samples/Progeny/VEP/DNA_483-SC-01-B6_9-3-21_133_060_S138_L002_gatk_vep_unfiltered_biall.vcf
21:00:08.569 INFO  ASEReadCounter - Done initializing engine
21:00:08.570 INFO  ProgressMeter - Starting traversal
21:00:08.571 INFO  ProgressMeter -        Current Locus  Elapsed Minutes        Loci Processed      Loci/Minute
21:00:20.116 INFO  ProgressMeter -           1:24614756              0.2                464000        2411851.3
21:00:30.119 INFO  ProgressMeter -           1:39902668              0.4                898000        2500812.3
21:00:40.122 INFO  ProgressMeter -           1:59111020              0.5               1602000        3046592.7
21:00:50.122 INFO  ProgressMeter -           1:86226867              0.7               2617000        3779061.4
21:01:00.125 INFO  ProgressMeter -          1:119653232              0.9               3455000        4021182.5
21:01:10.135 INFO  ProgressMeter -          1:153463815              1.0               4610000        4492958.4
21:01:20.148 INFO  ProgressMeter -          1:170046268              1.2               5440000        4560187.8
21:01:30.177 INFO  ProgressMeter -          1:183307502              1.4               6285000        4620983.8
21:01:40.183 INFO  ProgressMeter -          10:21999414              1.5               7435000        4869662.0
21:01:50.183 INFO  ProgressMeter -          10:59806984              1.7               8356000        4934111.5
21:02:00.260 INFO  ProgressMeter -          10:81180435              1.9               9565000        5138375.3
21:02:10.263 INFO  ProgressMeter -         10:117061294              2.0              10770000        5310170.8
21:02:20.299 INFO  ProgressMeter -           11:5099317              2.2              11884000        5412972.2
21:02:30.318 INFO  ProgressMeter -          11:29453901              2.4              12733000        5389781.7
21:02:40.319 INFO  ProgressMeter -          11:40685461              2.5              13141000        5195885.3
21:02:50.327 INFO  ProgressMeter -          11:54693755              2.7              13989000        5189151.1
21:03:00.343 INFO  ProgressMeter -          11:69995243              2.9              15170000        5298946.3
21:03:10.349 INFO  ProgressMeter -          11:80015491              3.0              16295000        5378597.8
21:03:20.353 INFO  ProgressMeter -          11:95022719              3.2              17407000        5445870.8
21:03:30.364 INFO  ProgressMeter -         11:101321539              3.4              18278000        5434705.0
21:03:40.366 INFO  ProgressMeter -         11:113742276              3.5              19219000        5444630.2
21:03:50.368 INFO  ProgressMeter -         11:120817249              3.7              20057000        5425796.7
21:04:00.414 INFO  ProgressMeter -          12:38503271              3.9              21110000        5463179.8
21:04:10.416 INFO  ProgressMeter -          12:73350632              4.0              22122000        5488308.6
21:04:20.448 INFO  ProgressMeter -         12:101750054              4.2              23306000        5551757.4
21:04:30.459 INFO  ProgressMeter -           13:4596441              4.4              24177000        5539127.7
21:04:40.461 INFO  ProgressMeter -          13:34634666              4.5              25043000        5526446.5
21:04:50.486 INFO  ProgressMeter -          13:55324706              4.7              25915000        5515492.3
21:05:00.630 INFO  ProgressMeter -          13:75939512              4.9              26973000        5541277.6
21:05:10.636 INFO  ProgressMeter -          13:99441681              5.0              27736000        5509277.8
21:05:20.637 INFO  ProgressMeter -           14:8158338              5.2              28624000        5503468.8
21:05:30.643 INFO  ProgressMeter -          14:31661452              5.4              29496000        5494937.5
21:05:40.665 INFO  ProgressMeter -          14:61396207              5.5              30640000        5535798.7
21:05:50.666 INFO  ProgressMeter -         14:103194644              5.7              31516000        5527603.5
21:06:00.670 INFO  ProgressMeter -          15:10494515              5.9              32312000        5506178.7
21:06:10.695 INFO  ProgressMeter -          15:34140609              6.0              32918000        5454168.9
21:06:20.695 INFO  ProgressMeter -          15:38013060              6.2              33196000        5352423.8
21:06:30.714 INFO  ProgressMeter -          15:64123967              6.4              34062000        5348064.3
21:06:40.797 INFO  ProgressMeter -          15:77773974              6.5              34807000        5324573.0
21:06:50.798 INFO  ProgressMeter -          15:82852155              6.7              35517000        5298066.3
21:07:00.802 INFO  ProgressMeter -          15:96697355              6.9              36351000        5290868.5
21:07:10.819 INFO  ProgressMeter -           16:4155027              7.0              37477000        5325366.4
21:07:20.834 INFO  ProgressMeter -          16:20780424              7.2              38552000        5351199.0
21:07:30.833 INFO  ProgressMeter -          16:38368138              7.4              39463000        5353794.8
